district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Makwanpur,Narayani,Hill,HAIL STORM,Central Region,PALUNG,04/28/77,Gorkhapatra 1977-5-5 Y76 N352,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,HAIL STORM,Western Region,BHALAM,05/04/77,Gorkhapatra 1977-5-6 Y77 N1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,NEPALGANJ N.P.,05/10/77,Gorkhapatra 1977-5-12 Y77 N7,1,0,0,0,0,0,0,42,0,0,0,0.0,0,0,0.0,Mid-Western
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,PUTALIDHET NP,07/28/76,Gorkhapatra 1976-7-29Y-76N-85,1,0,0,0,0,0,0,0,0,0,0,7500000.0,0,0,0.0,Western
Dhanusa,Janakpur,Terai,DROUGHT,Central Region,,07/31/76,Gorkhapatra 1976-8-1Y-76N-88,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,07/31/76,Gorkhapatra 1976-8-1Y-76N-88,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,THUNDERSTORM,Eastern Region,SANISCHARE,07/26/76,Gorkhapatra 1976-8-1Y-76N-88,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,PATHARIYA,06/21/76,Gorkhapatra 1976-8-1Y-76N-93,1,0,0,0,13,0,0,0,0,0,0,31000.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,08/04/76,Gorkhapatra 1976-8-1Y-76N-93,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gorkha,Gandaki,Hill,PLAGUE,Western Region,,08/12/76,Gorkhapatra 1976-8-1Y-76N-100,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Gorkha,Gandaki,Hill,RAINS,Western Region,,08/12/76,Gorkhapatra 1976-8-1Y-76N-100,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,THUNDERSTORM,Central Region,SUNDARIJAL,08/14/76,Gorkhapatra 1976-8-1Y-76N-104,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,FLOOD,Central Region,Janakpur Municipality,09/18/76,Gorkhapatra 1976-8-1Y-76N-108,1,0,0,0,0,400,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,EPIDEMIC,Mid-Western Region,,08/20/76,Gorkhapatra 1976-8-22Y-76N-109,1,0,0,0,0,0,0,32,0,0,0,0.0,0,0,0.0,Mid-Western
Kanchanpur,Mahakali,Terai,PLAGUE,Far Western Region,MAHENDRA NAGAR N.P.,08/22/76,Gorkhapatra 1976-8-23Y-76N-110,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Morang,Kosi,Terai,THUNDERSTORM,Eastern Region,Biratnagar Municipality,08/20/76,Gorkhapatra 1976-8-23Y-76N-115,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dang,Rapti,Terai,PLAGUE,Mid-Western Region,DHIKPUR,08/26/76,Gorkhapatra 1976-8-29Y-76N-116,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dang,Rapti,Terai,EPIDEMIC,Mid-Western Region,BAGHMARE,08/28/76,Gorkhapatra 1976-8-29Y-76N-117,1,0,0,0,0,0,0,65,0,0,0,0.0,0,0,0.0,Mid-Western
Sindhupalchok,Bagmati,Mountain,FLOOD,Central Region,,08/30/76,Gorkhapatra 1976-9-1Y-76N-119,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,FIRE,Mid-Western Region,HAPUR,08/31/76,Gorkhapatra 1976-9-2Y-76N-120,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Nawalparasi,Lumbini,Terai,FLOOD,Western Region,SANAI,08/22/76,Gorkhapatra 1976-9-6Y-76N-124,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,,03/04/76,Gorkhapatra 1976-3-5 Y-75 N-299,1,0,0,0,98,0,0,420,0,0,0,0.0,0,0,0.0,Eastern
Sindhupalchok,Bagmati,Mountain,PLAGUE,Central Region,,03/12/76,Gorkhapatra 1976-9-11Y-76N-129,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,,03/05/76,Gorkhapatra 1976-3-7  Y-75 N-301,1,1,4,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kailali,Seti,Terai,STRUCT.COLLAPSE,Far Western Region,HASULIYA,03/06/76,Gorkhapatra 1976-3-7 Y-75 N-301,1,0,0,0,1,0,0,0,0,0,0,1000.0,0,0,0.0,Far-Western
Sindhupalchok,Bagmati,Mountain,PLAGUE,Central Region,Thulopakhar,09/10/76,Gorkhapatra 1976-9-12Y-76N-130,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,THUNDERSTORM,Central Region,,09/07/76,Gorkhapatra 1976-9-13Y-76N-131,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,03/06/76,Gorkhapatra 1976-3-7 Y-75 N-301,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FLOOD,Western Region,ARBA_VIJAYA,09/12/76,Gorkhapatra 1976-9-14Y-76N-131,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,204.0,Western
Taplejung,Mechi,Mountain,FLOOD,Eastern Region,LELEP,09/11/76,Gorkhapatra 1976-9-16Y-76N-132,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,Lalitpur Municipality,03/07/76,Gorkhapatra 1976-3-9 Y-75 N-303,1,2,0,0,1,0,0,0,0,0,0,40000.0,0,0,0.0,Central
Sunsari,Kosi,Terai,THUNDERSTORM,Eastern Region,Inaruwa Municipality,09/13/76,Gorkhapatra 1976-9-16Y-76N-134,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dhanusa,Janakpur,Terai,STRONG WIND,Central Region,,03/07/76,Gorkhapatra 1976-3-9 Y-75 N-303,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18000.0,Central
Saptari,Sagarmatha,Terai,FLOOD,Eastern Region,SIMRAHA,09/16/76,Gorkhapatra 1976-9-17Y-76N-135,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kaski,Gandaki,Hill,EPIDEMIC,Western Region,KASKIKOT,09/15/76,Gorkhapatra 1976-9-17Y-76N-135,1,1,0,0,0,0,0,135,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KIRTIPUR MUNICIPALITY,09/23/76,Gorkhapatra 1976-9-23Y-76N-141,1,0,0,0,0,0,0,10,0,0,0,0.0,0,0,0.0,Central
Surkhet,Bheri,Hill,PLAGUE,Mid-Western Region,,09/21/76,Gorkhapatra 1976-9-23Y-76N-141,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4.0,Mid-Western
Saptari,Sagarmatha,Terai,FLOOD,Eastern Region,RAJBIRAJ MUNICIPALITY,09/21/76,Gorkhapatra 1976-9-23Y-76N-141,1,0,0,0,20,33,0,0,0,0,0,0.0,0,0,261.0,Eastern
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,09/25/76,Gorkhapatra 1976-9-26Y-76N-144,1,0,0,0,0,0,0,26,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,EPIDEMIC,Eastern Region,Madhumalla,03/12/76,Gorkhapatra 1976-9-26Y-76N-144,1,1,0,0,0,0,0,25,0,0,0,0.0,0,0,0.0,Eastern
Kavre,Bagmati,Hill,LANDSLIDE,Central Region,KISHIDEKHA,09/25/76,Gorkhapatra 1976-9-27Y-76N-145,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,PLAGUE,Central Region,,03/11/76,Gorkhapatra 1976-3-12 Y-75 N-306,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,LOHAJAHA,03/09/76,Gorkhapatra 1976-3-16 Y75 N310,1,3,1,0,4,10,0,0,0,0,0,105000.0,0,0,0.0,Eastern
Arghakhanchi,Lumbini,Hill,FIRE,Western Region,KHADHIKOT,06/21/77,Gorkhapatra 1977-6-26 Y77 N51,1,0,0,0,2,0,0,0,0,0,0,11658.0,0,0,0.0,Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,,10/09/76,Gorkhapatra 1976-10-11Y-76N-156,1,0,0,0,142,0,0,0,0,0,0,620869.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,PIPRA PURBA,03/15/76,Gorkhapatra 1976-3-15 Y75 N110,1,54,0,0,30,0,0,0,0,0,0,15000.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,LANDSLIDE,Central Region,Thuladurlung,10/13/76,Gorkhapatra 1976-10-14Y-76N-159,1,0,0,0,0,1,0,17,0,0,0,15000.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,HARIPUR,03/15/76,Gorkhapatra 1976-3-16 Y75 N310,1,0,0,0,22,0,0,0,0,0,0,300000.0,0,0,0.0,Eastern
Sarlahi,Janakpur,Terai,PLAGUE,Central Region,DUMARIYA,10/17/76,Gorkhapatra 1976-10-19Y-76N-164,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,BOAT CAPSIZE,Central Region,KATHMANDU METROPOLITAN CITY,10/23/76,Gorkhapatra 1976-10-27Y-76N-170,1,2,0,0,0,0,0,7,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,10/27/76,Gorkhapatra 1976-10-28Y-76N-171,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,PLAGUE,Mid-Western Region,RAMPUR,11/01/76,Gorkhapatra 1976-11-04Y-76N-175,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Nawalparasi,Lumbini,Terai,PLAGUE,Western Region,PRAGATINAGAR,11/01/76,Gorkhapatra 1976-11-04Y-76N-178,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dang,Rapti,Terai,FIRE,Mid-Western Region,GOLTAKURI,11/30/76,Gorkhapatra 1976-12-02Y-76N-206,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Bajhang,Seti,Mountain,FIRE,Far Western Region,Dangaji,03/16/76,Gorkhapatra 1976-3-75 Y75 N311,1,4,0,0,52,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Dang,Rapti,Terai,EPIDEMIC,Mid-Western Region,GOLTAKURI,12/03/76,Gorkhapatra 1976-12-04Y-76N-208,1,0,0,0,0,0,0,159,0,0,0,0.0,0,0,0.0,Mid-Western
Lalitpur,Bagmati,Hill,FIRE,Central Region,Thecho,12/05/76,Gorkhapatra 1976-12-06Y-76N-210,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,PLAGUE,Western Region,LAMACHAUR,12/05/76,Gorkhapatra 1976-12-08Y-76N-212,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rupandehi,Lumbini,Terai,PLAGUE,Western Region,BUTAWAL_NP,12/08/76,Gorkhapatra 1976-12-09Y-76N-213,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Morang,Kosi,Terai,EPIDEMIC,Eastern Region,Biratnagar Municipality,12/17/76,Gorkhapatra 1976-12-18Y-76N-222,1,0,0,0,0,0,0,145,0,0,0,0.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,FIRE,Central Region,Lalitpur Municipality,12/17/76,Gorkhapatra 1976-12-18Y-76N-223,1,1,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,PAKARI,12/16/76,Gorkhapatra 1976-12-19Y-76N-223,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bardiya,Bheri,Terai,FIRE,Mid-Western Region,MAGARAGADHI,12/20/76,Gorkhapatra 1976-12-23Y-76N-223,1,0,0,0,2,0,0,0,0,0,0,0.0,1,0,0.0,Mid-Western
Jhapa,Mechi,Terai,EPIDEMIC,Eastern Region,BHADRAPUR MUN.,12/22/76,Gorkhapatra 1976-12-23Y-76N-227,1,0,0,0,0,0,0,43,0,0,0,0.0,0,0,0.0,Eastern
Kailali,Seti,Terai,FIRE,Far Western Region,SREEPUR,12/22/76,Gorkhapatra 1976-12-24Y-76N-228,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kailali,Seti,Terai,FIRE,Far Western Region,MALAKHET,12/22/76,Gorkhapatra 1976-12-24Y-76N-228,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kailali,Seti,Terai,FIRE,Far Western Region,GETA,12/22/76,Gorkhapatra 1976-12-24Y-76N-228,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,,03/16/76,Gorkhapatra 1976-3-16 Y75 N311,1,1,2,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bara,Narayani,Terai,FIRE,Central Region,PHATTEPUR,03/10/76,Gorkhapatra 1976-3-10 Y75 N311,1,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,LANDSLIDE,Mid-Western Region,,03/16/76,Gorkhapatra 1976-3-17 Y75 N311,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,,03/17/76,Gorkhapatra 1976-3-19 Y75 N313,1,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,FIRE,Western Region,,03/12/76,Gorkhapatra 1976--3-21 Y75 N315,1,0,0,0,1,0,0,0,0,0,0,45000.0,0,0,0.0,Western
Tanahu,Gandaki,Hill,FIRE,Western Region,,03/12/76,Gorkhapatra 1976-3-21 Y75 N315,1,0,6,0,18,0,0,0,0,0,0,0.0,0,0,0.0,Western
Tanahu,Gandaki,Hill,FIRE,Western Region,,03/12/76,Gorkhapatra 1976-3-21 Y75 N315,1,0,0,0,1,0,0,0,0,0,0,15000.0,0,0,0.0,Western
Tanahu,Gandaki,Hill,FIRE,Western Region,,03/12/76,Gorkhapatra 1976-3-21 Y75 N315,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sunsari,Kosi,Terai,FIRE,Eastern Region,,03/21/76,Gorkhapatra 1976-3-22 Y75 N316,1,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,,03/15/76,Gorkhapatra 1976-3-22 Y75 N316,1,0,0,108,34,0,0,0,0,0,0,65000.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,BALUWADI,03/21/76,Gorkhapatra 1976-3-22 Y75 N316,1,0,0,0,6,0,0,0,0,0,0,25000.0,0,0,0.0,Eastern
Bhaktapur,Bagmati,Hill,FIRE,Central Region,DADHIKOT,03/19/76,Gorkhapatra 1976-3-20Y-75 N-317,1,0,0,0,1,0,0,7,0,0,0,9000.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,RAJBIRAJ MUNICIPALITY,02/01/77,Gorkhapatra 1977-2-4Y-76N-270,1,0,0,0,20,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,SHANTINAGAR,02/04/77,Gorkhapatra 1977-2-6Y-76N-272,1,1,0,0,1,0,0,6,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,KACHAN,02/28/77,Gorkhapatra 1977-3-1Y-76N-295,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,PATHAMARI,03/02/77,Gorkhapatra 1977-3-4Y-76N-298,1,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kailali,Seti,Terai,FIRE,Far Western Region,MASURIYA,03/04/77,Gorkhapatra 1977-3-5Y-76N-300,1,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,KERABARI,03/18/76,Gorkhapatra 1976-3-24 Y75 N318,1,0,0,0,51,0,0,306,0,0,0,130000.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,03/14/77,Gorkhapatra 1977-3-6Y-76N-300,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,FIRE,Western Region,DEURALI,03/04/77,Gorkhapatra 1977-3-6Y-76N-300,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Nuwakot,Bagmati,Hill,FIRE,Central Region,SALME,03/06/77,Gorkhapatra 1977-3-8Y-76N-302,1,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sunsari,Kosi,Terai,FIRE,Eastern Region,Inaruwa Municipality,03/21/76,Gorkhapatra 1976-3-25 Y75 N319,1,0,0,0,14,0,0,84,0,0,0,50000.0,0,0,0.0,Eastern
Kaski,Gandaki,Hill,FIRE,Western Region,KALIKA,03/08/77,Gorkhapatra 1977-3-12Y-76N-306,1,2,1,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kaski,Gandaki,Hill,FIRE,Western Region,,03/22/76,Gorkhapatra 1976-3-25 Y75 N319,1,0,0,0,17,0,0,80,0,0,0,300000.0,0,0,0.0,Western
Jumla,Karnali,Mountain,FIRE,Mid-Western Region,MAHALGAUN,03/11/77,Gorkhapatra 1977-3-12Y-76N-306,1,0,1,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kavre,Bagmati,Hill,FIRE,Central Region,DANDA GAUN,03/13/77,Gorkhapatra 1977-3-14Y-76N-308,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bardiya,Bheri,Terai,FIRE,Mid-Western Region,MAHAMADPUR,03/13/77,Gorkhapatra 1977-3-15Y-76N-309,1,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Makwanpur,Narayani,Hill,FIRE,Central Region,HETAUDA MUNICIPALITY,03/14/77,Gorkhapatra 1977-3-18Y-76N-312,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,FIRE,Mid-Western Region,NEPALGANJ N.P.,03/16/77,Gorkhapatra 1977-3-18Y-76N-312,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kailali,Seti,Terai,FIRE,Far Western Region,DARAKH,03/15/77,Gorkhapatra 1977-3-18Y-76N-312,1,0,0,0,14,0,0,84,0,0,0,0.0,0,0,0.0,Far-Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,,03/28/76,Gorkhapatra 1976-3-28 Y75 N223,1,0,0,0,33,0,0,0,0,0,0,125000.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,MECHI MUN.,03/20/77,Gorkhapatra 1977-3-21Y-76N-314,1,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,CHANDRAGADHI,03/28/76,Gorkhapatra 1976-3-29 Y75 N223,1,0,0,0,6,0,0,0,0,0,0,90000.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,RAJGADH,03/20/77,Gorkhapatra 1977-3-21Y-76N-314,1,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,MECHI MUN.,03/27/76,Gorkhapatra 1976-3-29 Y75 N223,1,0,0,0,15,0,0,60,0,0,0,35000.0,0,0,0.0,Eastern
Dhanusa,Janakpur,Terai,FIRE,Central Region,Paterwa,03/28/76,Gorkhapatra 1976-3-29 Y75 N223,1,0,0,0,32,0,0,192,0,0,0,200000.0,0,0,0.0,Central
Doti,Seti,Hill,PLAGUE,Far Western Region,,03/28/76,Gorkhapatra 1976-3-29 Y75 N223,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Sunsari,Kosi,Terai,FIRE,Eastern Region,Tanmuna,03/19/77,Gorkhapatra 1977-3-21Y-76N-314,1,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,,03/29/76,Gorkhapatra 1976-3-30 Y75 N324,1,0,0,0,600,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Dharan Municiplality,03/19/77,Gorkhapatra 1977-3-21Y-76N-314,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sarlahi,Janakpur,Terai,FIRE,Central Region,BABARGUNJ,03/17/77,Gorkhapatra 1977-3-22Y-76N-315,1,0,0,0,24,0,0,102,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,SAPING,03/17/77,Gorkhapatra 1977-3-22Y-76N-315,1,0,0,0,17,0,0,66,0,0,0,0.0,0,0,0.0,Central
Chitawan,Narayani,Terai,FIRE,Central Region,SHUKRA NAGAR,03/19/77,Gorkhapatra 1977-3-26Y-76N-319,1,0,0,0,7,0,0,0,0,0,0,80000.0,0,0,0.0,Central
Chitawan,Narayani,Terai,FIRE,Central Region,SHUKRA NAGAR,03/20/77,Gorkhapatra 1977-3-26Y-76N-319,1,0,0,0,1,0,0,0,0,0,0,20000.0,0,0,0.0,Central
Rupandehi,Lumbini,Terai,EXPLOSION,Western Region,BUTAWAL_NP,03/26/77,Gorkhapatra 1977-3-27Y-76N-320,1,1,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Karjanaha,03/20/77,Gorkhapatra 1977-3-27Y-76N-320,1,0,2,0,300,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,FIRE,Mid-Western Region,NEPALGANJ N.P.,03/20/77,Gorkhapatra 1977-3-27Y-76N-320,1,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Gulmi,Lumbini,Hill,FIRE,Western Region,KHARJYAN,03/27/77,Gorkhapatra 1977-3-28Y-76N-321,1,1,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Western
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Barchhawa,03/23/77,Gorkhapatra 1977-3-28Y-76N-321,1,0,0,0,150,0,0,125,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,FIRE,Mid-Western Region,LAXMANPUR,03/25/77,Gorkhapatra 1977-3-28Y-76N-321,1,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sindhupalchok,Bagmati,Mountain,FOREST FIRE,Central Region,Tatopani,03/28/77,Gorkhapatra 1977-3-30Y-76N-323,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bardiya,Bheri,Terai,FIRE,Mid-Western Region,RAJAPUR,03/28/77,Gorkhapatra 1977-3-31Y-76N-324,1,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Gulmi,Lumbini,Hill,FIRE,Western Region,APCHAUR,03/31/77,Gorkhapatra 1977-4-1Y-76N-319,1,1,0,0,1,0,0,5,0,0,0,0.0,0,0,0.0,Western
Bhojpur,Kosi,Hill,THUNDERSTORM,Eastern Region,PANCHA,03/25/77,Gorkhapatra 1977-4-1Y-76N-319,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,FIRE,Western Region,JAMUNE,03/31/77,Gorkhapatra 1977-4-1Y-76N-319,1,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kanchanpur,Mahakali,Terai,FIRE,Far Western Region,RAMPUR BILASPUR,03/31/77,Gorkhapatra 1977-4-2Y-76N-321,1,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Dadeldhura,Mahakali,Hill,FIRE,Far Western Region,,03/30/77,Gorkhapatra 1977-4-3Y-76N-321,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,RAJBIRAJ MUNICIPALITY,03/29/76,Gorkhapatra 1976-3-31 Y75 N325,1,0,0,0,7,0,0,0,0,0,0,35000.0,0,0,0.0,Eastern
Rupandehi,Lumbini,Terai,FIRE,Western Region,MANPAKADI,03/29/76,Gorkhapatra 1976-3-31 Y75 N325,1,0,0,0,4,0,0,0,0,0,0,30000.0,0,0,0.0,Western
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,BANEPA MUNICIPALITY,03/16/77,Gorkhapatra 1977-4-3Y-76N-321,1,0,0,0,0,0,0,50,0,0,0,0.0,0,0,0.0,Central
Kailali,Seti,Terai,PLAGUE,Far Western Region,GODAWARI,04/05/77,Gorkhapatra 1977-4-7Y-76N-325,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kavre,Bagmati,Hill,FIRE,Central Region,RABI OPI,04/07/77,Gorkhapatra 1977-4-8Y-76N-326,1,0,0,0,11,0,0,66,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,HAIL STORM,Western Region,BHALAM,04/01/77,Gorkhapatra 1977-4-9Y-76N-327,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,BHADRAPUR MUN.,03/25/76,Gorkhapatra 1976-3-31 Y75 N325,1,0,1,0,2,0,0,0,0,0,0,1000.0,0,0,0.0,Eastern
Rautahat,Narayani,Terai,FIRE,Central Region,CHANDRANIGAHPUR,04/08/77,Gorkhapatra 1977-4-10Y-76N-328,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,FIRE,Western Region,DIGAM,04/09/77,Gorkhapatra 1977-4-10Y-76N-328,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Western
